dataset_id,variant,kind,group,driver_id,vehicle_id,phone_id,n_copies,canonical_path,all_paths,n_rows,n_cols,columns_raw,unmapped_columns,file_size_bytes,duplicate_canonical_cols,missing_total,missing_pct_max,cols_with_missing,duplicate_rows,inf_values,timestamp_col,date_parse_fail,wall_start,wall_end,t_monotonic,duplicate_timestamps,dt_min,dt_max,dt_mean,dt_std,dt_median,rate_hz,dt_zero,gaps_gt_0p5s,gaps_gt_2s,abnormal_dt,duration_s,has_acc,has_gyro,has_gravity,has_mag,has_orientation,has_gps,has_gps_accuracy,has_vehicle_fields,has_gps_satellites,sats_mean,gps_update_median_s,gps_update_max_s,gps_outages_gt5s,gps_fix_count,gps_hold_ratio,gps_acc_mean,gps_acc_max,lat_min,lat_max,lon_min,lon_max,lat_lon_zero_rows,speed_max_kmh,speed_mean_kmh,gyro_mag_mean,gyro_mag_std,acc_mag_mean,acc_mag_std
S-Vta4,S,S,vta,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta04\S-Vta4.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta04\S-Vta4.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vta4.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vta4.csv,1789,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,331302,,3578,100.0,gps_sats_raw:1789|date_raw:1789,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T11:47:27.394000053,2019-11-06T11:50:26.193000078,True,0,0.096,0.104,0.099999,0.000565,0.1,10.0,0.0,0.0,0.0,0.0,178.8,True,True,True,True,True,True,True,False,True,21.02,9.0,9.003,19.0,20,0.9888,4.279,6.0,52.81381,52.827927,-1.651136,-1.636467,0,13.52,11.178,0.35691,0.27688,10.4425,1.086
S-Vta5,S,S,vta,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta05\S-Vta5.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta05\S-Vta5.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vta5.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vta5.csv,307,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,57485,,614,100.0,gps_sats_raw:307|date_raw:307,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T11:50:34.392999887,2019-11-06T11:51:04.993000031,True,0,0.098,0.102,0.1,0.000493,0.1,10.0,0.0,0.0,0.0,0.0,30.6,True,True,True,True,True,True,True,False,True,23.36,9.0,9.001,2.0,3,0.9902,4.0,4.0,52.828754,52.831345,-1.653286,-1.651825,0,13.43,11.46,0.26439,0.1652,10.2227,0.7022
S-Vta6,S,S,vta,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta06\S-Vta6.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta06\S-Vta6.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vta6.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vta6.csv,1376,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,254665,,2752,100.0,gps_sats_raw:1376|date_raw:1376,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T11:51:11.993000031,2019-11-06T11:53:29.493000031,True,0,0.095,0.106,0.1,0.000598,0.1,10.0,0.0,0.0,0.0,0.0,137.5,True,True,True,True,True,True,True,False,True,20.98,9.0,9.002,14.0,15,0.9891,4.327,6.0,52.832485,52.848232,-1.67862,-1.653545,0,28.59,18.627,0.37105,0.28817,10.4698,1.1948
S-Vta7,S,S,vta,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta07\S-Vta7.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta07\S-Vta7.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vta7.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vta7.csv,840,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,155360,,1680,100.0,gps_sats_raw:840|date_raw:840,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T11:53:35.292999983,2019-11-06T11:54:59.193000078,True,0,0.091,0.108,0.1,0.000661,0.1,10.0,0.0,0.0,0.0,0.0,83.9,True,True,True,True,True,True,True,False,True,21.78,9.0,9.001,8.0,9,0.9893,4.286,6.0,52.84996,52.861904,-1.683053,-1.679164,0,30.81,17.791,0.3422,0.27206,10.4588,1.0489
S-Vta8,S,S,vta,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta08\S-Vta8.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta08\S-Vta8.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vta8.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vta8.csv,3676,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,678900,,7352,100.0,gps_sats_raw:3676|date_raw:3676,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T11:55:05.292999983,2019-11-06T12:01:12.792999983,True,0,0.092,0.108,0.1,0.000661,0.1,10.0,0.0,0.0,0.0,0.0,367.5,True,True,True,True,True,True,True,False,True,22.01,9.0,82.002,31.0,32,0.9913,3.548,6.0,52.862984,52.881462,-1.703815,-1.6789,0,21.1,9.424,0.2188,0.23749,10.1693,0.7773
S-Vta9,S,S,vta,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta09\S-Vta9.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta09\S-Vta9.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vta9.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vta9.csv,156,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,29554,,312,100.0,gps_sats_raw:156|date_raw:156,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T12:01:23.394000053,2019-11-06T12:01:38.891999960,True,0,0.097,0.102,0.099987,0.000634,0.1,10.0,0.0,0.0,0.0,0.0,15.5,True,True,True,True,True,True,True,False,True,21.29,,,,1,0.9936,5.154,6.0,52.881516,52.881527,-1.710504,-1.70811,0,20.76,16.848,0.22343,0.14896,10.1047,0.6834
S-Vtb1,S,S,vtb,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb01\S-Vtb1.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb01\S-Vtb1.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vtb1.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vtb1.csv,32459,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,6052896,,64918,100.0,gps_sats_raw:32459|date_raw:32459,5370,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T14:57:37.145999908,2019-11-06T15:51:42.944999933,True,5456,0.0,661.376,0.1,3.670805,0.1,10.0,5456.0,1.0,1.0,6629.0,3245.8,True,True,True,True,True,True,True,False,True,18.47,9.0,663.419,277.0,279,0.9914,319.392,2400.0,53.184223,53.280983,-1.910692,-1.64297,0,27.77,11.456,0.28174,0.2331,10.2647,1.0246
S-Vtb10,S,S,vtb,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb10\S-Vtb10.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb10\S-Vtb10.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vtb10.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vtb10.csv,196,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,37176,,392,100.0,gps_sats_raw:196|date_raw:196,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T18:22:37.375000,2019-11-06T18:22:56.875000,True,0,0.095,0.105,0.1,0.000868,0.1,10.0,0.0,0.0,0.0,0.0,19.5,True,True,True,True,True,True,True,False,True,21.74,,,,2,0.9898,4.0,4.0,52.558567,52.559357,-1.485308,-1.48248,0,18.78,11.289,0.20936,0.16794,10.1398,0.7352
S-Vtb11,S,S,vtb,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb11\S-Vtb11.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb11\S-Vtb11.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vtb11.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vtb11.csv,361,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,68659,,722,100.0,gps_sats_raw:361|date_raw:361,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T18:23:06.375999928,2019-11-06T18:23:42.375999928,True,0,0.096,0.103,0.1,0.000851,0.1,10.0,0.0,0.0,0.0,0.0,36.0,True,True,True,True,True,True,True,False,True,21.22,9.0,9.002,3.0,4,0.9889,4.499,6.0,52.554585,52.557327,-1.478358,-1.469055,0,20.7,19.293,0.34448,0.23519,10.3043,0.9392
S-Vtb12,S,S,vtb,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb12\S-Vtb12.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb12\S-Vtb12.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vtb12.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vtb12.csv,447,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,83892,,894,100.0,gps_sats_raw:447|date_raw:447,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T18:23:51.474999905,2019-11-06T18:24:36.075999975,True,0,0.097,0.103,0.100002,0.000708,0.1,10.0,0.0,0.0,0.0,0.0,44.6,True,True,True,True,True,True,True,False,True,22.07,9.0,9.0,3.0,4,0.9911,4.403,6.0,52.553253,52.554432,-1.466707,-1.461703,0,19.68,12.472,0.23215,0.161,10.1163,0.6541
S-Vtb2,S,S,vtb,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb02\S-Vtb2.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb02\S-Vtb2.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vtb2.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vtb2.csv,5712,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,1053029,,11424,100.0,gps_sats_raw:5712|date_raw:5712,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T16:06:20.476000071,2019-11-06T16:15:51.575999975,True,0,0.094,0.107,0.1,0.00065,0.1,10.0,0.0,0.0,0.0,0.0,571.1,True,True,True,True,True,True,True,False,True,18.3,9.0,36.001,54.0,55,0.9904,3.596,8.0,53.170273,53.18432,-1.684621,-1.646709,0,17.3,7.472,0.28904,0.28359,10.3076,1.0741
S-Vtb3,S,S,vtb,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb03\S-Vtb3.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb03\S-Vtb3.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vtb3.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vtb3.csv,8240,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,1530275,,16480,100.0,gps_sats_raw:8240|date_raw:8240,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T16:16:01.676000118,2019-11-06T16:29:45.575999975,True,0,0.095,0.106,0.1,0.00066,0.1,10.0,0.0,0.0,0.0,0.0,823.9,True,True,True,True,True,True,True,False,True,19.8,13.5,109.099,34.0,35,0.9958,145.25,2400.0,53.169914,53.173943,-1.672992,-1.66641,0,9.74,0.568,0.07477,0.13684,9.9216,0.4457
S-Vtb4,S,S,vtb,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb04\S-Vtb4.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb04\S-Vtb4.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vtb4.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vtb4.csv,556,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,103090,,1112,100.0,gps_sats_raw:556|date_raw:556,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T16:29:58.375999928,2019-11-06T16:30:53.875999928,True,0,0.098,0.102,0.1,0.000564,0.1,10.0,0.0,0.0,0.0,0.0,55.5,True,True,True,True,True,True,True,False,True,21.27,9.0005,9.002,4.0,5,0.991,3.0,4.0,53.170605,53.171486,-1.675215,-1.672944,0,7.69,4.878,0.38373,0.34548,10.5624,1.3497
S-Vtb5,S,S,vtb,E,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb05\S-Vtb5.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb05\S-Vtb5.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-Vtb5.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-Vtb5.csv,64388,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,12010333,,128776,100.0,gps_sats_raw:64388|date_raw:64388,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-11-06T16:30:53.075000048,2019-11-06T18:18:11.776000023,True,0,0.08,0.119,0.1,0.000864,0.1,10.0,0.0,0.0,0.0,0.0,6438.7,True,True,True,True,True,True,True,False,True,20.51,9.0,40.001,701.0,702,0.9891,3.999,8.0,52.58063,53.189842,-1.684621,-1.230792,0,30.65,17.21,0.23328,0.19436,10.1343,0.8143
